quantity_tons,status,item_type,thickness,width,material_ref,product_ref,selling_price
2005.326914,1,0,1.5,1125.0,2001,640665,887.54
1500.011042,1,0,2.5,1500.0,2002,640665,868.54
2000.776964,1,0,3.0,1500.0,2003,640665,920.54
608.6370634,1,0,2.5,1500.0,1884,1670798778,835.54
309.9444849,1,0,1.5,1500.0,1872,628377,887.04
306.5290803,1,0,1.12,1240.0,1875,628377,969.04
253.5461339,1,0,0.5,1250.0,1896,164141591,960.04
256.7020058,1,0,1.0,1250.0,1897,164141591,939.04
256.6622948,1,0,0.8,1373.0,1898,164141591,1067.04
253.7581033,1,0,1.15,1283.0,1892,164141591,1049.04
51.89542705,1,0,1.5,1500.0,2022,640665,826.48
53.92418415,1,0,3.0,1500.0,2016,640665,798.48
53.75610826,1,0,1.5,1125.0,2001,640665,894.48
56.4721268,1,0,2.5,1500.0,2002,640665,874.48
54.37532417,1,0,3.0,1500.0,2003,640665,924.48
109.5293968,1,0,2.5,1500.0,1884,1670798778,836.48
1200.425994,1,0,1.5,1500.0,1872,628377,894.94
209.0283392,1,0,1.12,1240.0,1875,628377,960.94
34.90203378,1,0,0.5,1250.0,1896,164141591,968.94
2.401767331,1,0,1.0,1250.0,1897,164141591,952.94
4.888625986,1,0,0.8,1373.0,1898,164141591,1059.94
5.224541698,1,0,1.15,1283.0,1892,164141591,1050.94
34.58638488,1,0,1.5,1500.0,2022,640665,818.94
7.204651745,1,0,3.0,1500.0,2016,640665,804.94
1.040483676,1,0,1.5,1125.0,2001,640665,869.94
1.767995848,1,0,2.5,1500.0,2002,640665,856.94
3.013481422,1,0,3.0,1500.0,2003,640665,916.94
400.5689573,1,0,2.5,1500.0,1884,1670798778,839.94
302.031416,1,0,1.5,1500.0,1872,628377,886.32
2.314508383,1,0,1.12,1240.0,1875,628377,976.32
307.4550892,1,0,0.5,1250.0,1896,164141591,962.32
7.415736427,1,0,1.0,1250.0,1897,164141591,947.32
1.438824169,1,0,0.8,1373.0,1898,164141591,1072.32
6.55427796,1,0,1.15,1283.0,1892,164141591,1057.32
805.4573751,1,0,1.5,1500.0,2022,640665,814.32
6.279267332,1,0,3.0,1500.0,2016,640665,802.32
9.681882112,1,0,1.5,1125.0,2001,640665,884.32
6.790765942,1,0,2.5,1500.0,2002,640665,866.32
9.796160764,1,0,3.0,1500.0,2003,640665,928.32
102.8528149,1,1,1.5,1500.0,4696,1668701718,987.0
28.94386693,1,1,0.75,1250.0,4696,1668701718,1047.0
204.8362238,1,0,1.5,1500.0,1872,628377,873.94
8.110585988,1,0,1.12,1240.0,1875,628377,937.94
21.1883626,1,0,0.5,1250.0,1896,164141591,961.94
3.63833381,1,0,1.0,1250.0,1897,164141591,949.94
4.216813909,1,0,0.8,1373.0,1898,164141591,1051.94
5.414872871,1,0,1.15,1283.0,1892,164141591,1039.94
20.17606147,1,0,1.5,1500.0,2022,640665,807.94
8.129412679,1,0,3.0,1500.0,2016,640665,778.94
8.084131793,1,0,1.5,1125.0,2001,640665,851.94
4.25080622,1,0,2.5,1500.0,2002,640665,833.94
9.746239879,1,0,3.0,1500.0,2003,640665,892.94
509.049885,1,0,2.5,1500.0,1884,1670798778,810.94
106.7469221,1,0,1.5,1500.0,1872,628377,865.32
0.4635708393,1,0,1.12,1240.0,1875,628377,962.32
305.4567133,1,0,0.5,1250.0,1896,164141591,951.32
0.7285096695,1,0,1.0,1250.0,1897,164141591,944.32
3.963393398,1,0,0.8,1373.0,1898,164141591,1064.32
0.9002097802,1,0,1.15,1283.0,1892,164141591,1049.32
1509.304667,1,0,1.5,1500.0,2022,640665,800.32
3.162839206,1,0,3.0,1500.0,2016,640665,780.32
4.07255046,1,0,1.5,1125.0,2001,640665,868.32
3.305095599,1,0,2.5,1500.0,2002,640665,848.32
2.736883108,1,0,3.0,1500.0,2003,640665,905.32
107.2297557,1,0,2.5,1500.0,1884,1670798778,819.32
1509.635031,1,0,1.5,1500.0,1872,628377,870.54
204.2935736,1,0,1.12,1240.0,1875,628377,953.54
508.1769878,1,0,0.5,1250.0,1896,164141591,958.54
200.5266383,1,0,1.0,1250.0,1897,164141591,935.54
109.5401845,1,0,0.8,1373.0,1898,164141591,1059.54
107.4377266,1,0,1.15,1283.0,1892,164141591,1047.54
9005.052316,1,0,1.5,1500.0,2022,640665,802.54
5005.675986,1,0,3.0,1500.0,2016,640665,773.54
2005.978621,1,0,1.5,1125.0,2001,640665,860.54
1000.014298,1,0,2.5,1500.0,2002,640665,842.54
1001.559265,1,0,3.0,1500.0,2003,640665,905.54
904.9200447,1,0,2.5,1500.0,1884,1670798778,817.54
103.1057969,1,1,0.7,1000.0,3778,628377,980.0
98.08326317,1,1,0.7,1250.0,3779,628377,973.0
99.34605346,1,1,0.7,1500.0,3780,628377,974.0
72.06414979,1,1,0.8,1000.0,3781,628377,974.0
99.89842816,1,1,0.8,1250.0,3782,628377,970.0
104.7144553,1,1,0.8,1500.0,3783,628377,960.0
103.9597138,1,1,1.0,1500.0,3787,628377,956.0
25.04003615,1,1,1.2,1500.0,3791,628377,954.0
21.99051196,1,1,1.5,1000.0,3799,628377,959.0
48.2268355,1,1,1.5,1250.0,3800,628377,952.0
99.43040419,1,1,1.5,1500.0,3801,628377,952.0
20.99887361,1,1,2.0,1000.0,3808,628377,960.0
24.89761542,1,1,2.0,1250.0,3809,628377,953.0
46.27351328,1,1,2.0,1500.0,3810,628377,952.0
25.33793375,1,1,2.5,1000.0,3823,628377,952.0
28.25299772,1,1,2.5,1250.0,3824,628377,944.0
26.94153464,1,1,2.5,1500.0,3825,628377,950.0
35.90678376,1,1,3.0,1000.0,3840,628377,951.0
74.55662228,1,1,3.0,1250.0,3841,628377,950.0
51.95053223,1,1,3.0,1500.0,3842,628377,948.0
37.32197918,1,1,3.0,2020.0,2083,640665,911.0
28.02275113,1,1,4.2,1250.0,4660,1668701718,979.0
32.82534231,1,1,5.0,1500.0,5201,640665,892.0
30.85062354,1,1,3.0,1500.0,5194,640665,898.0
35.31589993,1,1,4.0,1500.0,5197,640665,898.0
68.26119696,1,1,5.0,1500.0,5203,640665,887.0
36.95602502,1,1,6.0,1500.0,5205,640665,896.0
55.36685912,1,1,5.0,2000.0,4782,640665,849.0
34.76846641,1,1,8.0,1500.0,5209,640665,900.0
31.29736601,1,1,3.0,1500.0,5195,640665,899.0
18.16931906,1,1,1.8,1155.0,1732,640665,1017.0
34.82147429,1,1,4.0,1500.0,5199,640665,890.0
18.4237556,1,1,2.0,1045.0,1713,640665,1014.0
92.30720116,1,1,5.0,2020.0,5202,640665,899.0
1005.455323,1,1,2.5,1390.0,1728,640665,1003.0
33.60099348,1,1,6.0,1500.0,5207,640665,897.0
14.10955403,1,1,3.5,1350.0,1728,640665,1003.0
99.58364793,1,1,6.0,2020.0,5206,640665,908.0
1402.211901,1,1,3.5,1435.0,1729,640665,1001.0
68.78937848,1,1,8.0,1500.0,5210,640665,891.0
605.0709401,1,1,5.0,1255.0,1728,640665,1001.0
67.76962918,1,1,10.0,1500.0,5212,640665,898.0
14.92164196,1,1,1.5,1155.0,4598,640665,994.0
31.42892183,1,1,10.0,1500.0,5213,640665,894.0
17.6987684,1,1,1.65,1105.0,4598,640665,984.0
95.25724696,1,1,12.0,1500.0,5215,640665,903.0
15.651805,1,1,1.65,1205.0,4598,640665,982.0
33.06181142,1,1,15.0,1500.0,5218,640665,905.0
900.4923414,1,1,2.0,1250.0,4597,640665,973.0
94.02083292,1,1,4.0,2020.0,5198,640665,903.0
14.66120647,1,1,1.5,1025.0,4677,640665,1010.0
1403.139549,1,1,2.0,1300.0,4229,640665,1012.0
12.96576693,1,1,2.5,1205.0,1736,640665,1050.0
47.68375804,1,1,0.48,990.0,4009,164141591,1174.0
1408.609601,1,1,1.8,1385.0,1732,640665,1011.0
27.96311886,1,1,0.8,910.0,4010,164141591,1154.0
1109.316156,1,1,1.65,1325.0,4598,640665,986.0
51.43621389,1,1,0.5,1250.0,4024,164141591,1238.0
13.10697102,1,1,1.65,1445.0,4598,640665,984.0
604.1457067,1,1,1.5,1360.0,4677,640665,996.0
16.62431819,1,1,1.5,1500.0,4677,640665,1006.0
3259.216167,1,1,1.5,1190.0,4752,1668701718,1127.0
16.9263837,1,1,1.5,1190.0,4752,1668701718,1138.0
759.8955083,1,1,1.8,1165.0,4752,1668701718,1167.0
36.13133307,1,1,2.5,1245.0,4752,1668701718,1122.0
256.4302555,1,1,3.0,1200.0,4752,1668701718,1158.0
253.4255782,1,1,2.5,1135.0,4752,1668701718,1122.0
208.7178313,1,1,1.5,1205.0,4752,1668701718,1170.0
83.38341055,1,1,10.0,2020.0,2113,640665,834.0
26.53385172,0,1,0.8,1090.0,2041,611993,1291.0
58.50043928,0,1,0.4,1250.0,3023,164141591,1239.0
130.1063009,1,1,0.6,1010.0,2525,628377,991.0
59.68347998,1,1,2.0,1250.0,4328,1670798778,920.0
199.73981,1,1,3.5,1280.0,4329,1670798778,917.0
364.9192552,1,1,3.5,1340.0,4329,1670798778,916.0
43.0914774,1,1,2.0,1110.0,4334,1670798778,925.0
64.99429091,1,1,2.5,1510.0,4316,1670798778,849.0
75.88158341,1,1,2.0,1250.0,4326,1670798778,882.0
67.73578758,1,1,4.0,1500.0,4326,1670798778,869.0
33.041379,1,1,2.4,1395.0,4328,1670798778,913.0
75.4318138,1,1,2.5,1140.0,4329,1670798778,912.0
53.37369201,1,1,2.5,1300.0,4328,1670798778,909.0
31.609754,1,1,2.7,1310.0,4329,1670798778,911.0
37.56661372,1,1,3.0,1210.0,4329,1670798778,911.0
58.17190056,1,1,3.5,1410.0,4329,1670798778,914.0
51.39457217,1,1,4.0,1180.0,4328,1670798778,911.0
34.89867812,0,1,0.58,1220.0,3382,611993,1596.0
50.03062697,1,1,4.0,1250.0,4329,1670798778,908.0
53.40118137,1,1,4.0,1300.0,4329,1670798778,920.0
80.84110773,1,1,2.5,1250.0,4330,1670798778,912.0
79.87581105,1,1,3.5,1250.0,4330,1670798778,916.0
78.46733591,1,1,4.0,1250.0,4331,1670798778,914.0
54.11299591,1,1,2.5,1250.0,4334,1670798778,917.0
31.00878722,1,1,3.0,1290.0,4327,1670798778,886.0
56.76185845,1,1,2.0,1250.0,4330,1670798778,913.0
70.25629532,1,1,2.3,1370.0,4320,1670798778,858.0
60.36932236,1,1,4.0,1500.0,4316,1670798778,840.0
33.36651533,1,1,3.0,1250.0,2446,628377,1038.0
27.62952517,1,1,3.0,1000.0,2446,628377,1039.0
35.55267879,1,1,0.8,1500.0,2446,628377,1048.0
36.89179459,1,1,0.8,1000.0,2446,628377,1063.0
75.76360919,1,1,1.5,1000.0,2446,628377,1037.0
25.99245953,1,1,2.0,1500.0,2446,628377,1038.0
50.53518857,0,1,2.0,1500.0,946,640665,1126.0
31.17502329,1,1,3.0,1500.0,2446,628377,1037.0
52.95960139,0,1,4.0,1000.0,946,640665,1074.0
30.1698406,1,1,0.8,1250.0,2446,628377,1046.0
30.89474966,0,1,1.5,1500.0,1174,628377,1167.0
33.31422087,1,1,1.25,1500.0,2446,628377,1043.0
54.61231737,1,1,1.5,1500.0,2446,628377,1029.0
34.0512894,1,1,0.7,1250.0,2525,628377,1091.0
34.00916811,1,1,0.7,1500.0,2525,628377,1085.0
25.39973901,1,1,0.8,1250.0,2525,628377,1092.0
101.3186685,1,1,0.4,1250.0,2499,628377,1110.0
32.50355157,1,1,0.35,1000.0,2499,628377,1149.0
30.86366853,1,1,0.45,1000.0,2499,628377,1114.0
57.13003066,1,1,0.32,905.0,962,611993,1604.0
28.20193065,1,1,0.6,1010.0,2525,628377,981.0
53.89676461,1,1,0.8,908.0,2460,1693867550,1137.0
25.36291641,1,1,0.8,966.0,2460,1693867550,1133.0
25.38772872,1,1,0.8,1066.0,2460,1693867550,1135.0
47.81687502,0,1,4.0,1250.0,2590,640665,1056.0
22.07150549,0,1,2.5,1250.0,2590,640665,1060.0
120.0102642,0,1,3.0,1250.0,2590,640665,1057.0
23.00779971,0,1,2.0,1250.0,2590,640665,1063.0
47.41044372,0,1,5.0,1250.0,2590,640665,1061.0
603.0727424,1,1,1.4,1250.0,4022,164141591,1093.0
402.2252957,1,1,1.88,1250.0,4031,164141591,1083.0
41.73072359,1,1,0.8,1500.0,4550,164141591,1021.0
21.99060659,0,1,0.6,1250.0,2689,1668701718,1117.0
25.2325845,0,1,0.8,1250.0,2689,1668701718,1098.0
58.29966212,0,1,1.0,1306.0,2446,628377,1059.0
55.84314563,1,1,8.0,2000.0,87,640665,780.0
30.16029851,1,1,4.0,1000.0,867,640665,810.0
30.21241318,1,1,4.0,1500.0,867,640665,807.0
55.60104096,1,1,5.0,1000.0,867,640665,802.0
33.2059633,1,1,6.0,1000.0,867,640665,809.0
32.67770195,1,1,6.0,1250.0,867,640665,806.0
59.46757321,1,1,3.0,1500.0,100,640665,821.0
52.34434892,1,1,4.0,2000.0,100,640665,835.0
34.86212602,1,1,6.0,1500.0,100,640665,821.0
34.89261196,1,1,8.0,2000.0,100,640665,829.0
59.05357039,0,1,3.0,2015.0,4631,1670798778,1003.0
59.21867717,0,1,9.99,1265.0,4631,1670798778,1038.0
27.54863537,1,1,3.0,1500.0,1728,640665,987.0
30.69023289,1,1,4.0,1500.0,1728,640665,987.0
31.82242643,1,1,3.0,2000.0,4797,640665,1003.0
34.46946619,1,1,15.0,1500.0,1728,640405,1039.0
108.9186993,0,1,0.45,1055.0,3761,611993,1560.0
109.1326768,0,1,1.0,1190.0,1544,1668701718,1177.0
56.13694265,1,1,1.17,945.0,4393,164141591,1076.0
50.22066181,1,1,0.82,1003.0,4394,164141591,1089.0
27.98818146,0,1,1.0,1250.0,2744,1693867550,961.0
33.17989781,0,1,2.0,1250.0,2746,1693867550,950.0
33.17608304,0,1,1.25,1250.0,2745,1693867550,967.0
108.7215119,0,1,1.5,1160.0,1973,1668701718,1141.0
78.52157142,0,1,1.8,1275.0,1973,1668701718,1139.0
26.96430969,0,1,2.0,1250.0,1959,1668701718,1161.0
26.49581128,0,1,3.0,1250.0,1959,1668701718,1164.0
20.52879269,0,1,3.0,1250.0,1959,1668701718,1162.0
24.68239349,0,1,2.0,1250.0,1959,1668701718,1167.0
81.55984546,1,1,1.0,1207.0,2495,628377,825.0
62.37523752,1,1,0.8,1207.0,2495,628377,839.0
29.18037241,1,1,3.5,1415.0,345,640665,827.0
146.3050504,1,1,1.5,1250.0,3976,1332077137,1067.0
80.49748947,1,1,3.8,1415.0,346,640665,826.0
609.9026589,1,1,4.0,1500.0,4607,640665,842.0
31.77482807,1,1,4.5,1410.0,347,640665,822.0
102.7765677,1,1,3.0,1500.0,4607,640665,846.0
301.617924,1,1,4.0,1560.0,4607,640665,843.0
100.3988981,1,1,2.0,1020.0,4607,640665,841.0
68.29588477,1,1,2.5,1020.0,4607,640665,846.0
73.69561427,1,1,1.4,955.0,4607,640665,877.0
64.92382116,1,1,1.8,900.0,4607,640665,855.0
138.1344109,1,1,1.4,1000.0,2554,640665,862.0
70.74290486,1,1,1.4,975.0,2554,640665,863.0
74.14697762,1,1,1.9,975.0,2554,640665,851.0
60.65884549,1,1,4.0,1015.0,2554,640665,837.0
29.11250049,1,1,0.9,1240.0,35,164141591,1080.0
31.89895551,1,1,1.0,1230.0,275,164141591,1079.0
250.1957825,1,1,5.0,2000.0,4573,640665,886.0
133.2900767,1,1,6.0,2000.0,4573,640665,887.0
127.2758391,1,1,3.0,2000.0,4573,640665,911.0
204.5677339,1,1,4.0,2000.0,4573,640665,884.0
29.39917643,0,1,1.0,1250.0,3551,628377,1187.0
126.4634822,0,1,0.8,1000.0,1173,628377,1211.0
64.18849586,0,1,1.0,800.0,1173,628377,1222.0
63.72825261,0,1,1.01,1600.0,1173,628377,1200.0
32.95106501,0,1,0.8,1250.0,2051,611993,1280.0
