quantity_tons,status,item_type,thickness,width,material_ref,product_ref,selling_price
5.619270647,1,0,4.9,1500.0,90,640665,523.0
33.05968652,0,1,0.7,1190.0,2458,628377,865.0
4.916625809,1,0,2.5,1440.0,1045,640665,572.0
126.5819891,0,1,0.6,1107.0,2446,628377,868.0
1.131653812,1,0,8.0,1990.0,1141,640665,576.0
153.1867157,1,0,1.5,1250.0,70,640665,540.0
102.0078762,1,0,1.5,1006.0,892,1670798778,608.0
6.723598881,1,0,4.75,1250.0,1891,1670798778,540.0
61.96922717,1,1,1.5,1390.0,3424,628377,793.0
53.8450966,1,1,1.5,1450.0,2529,628377,810.0
109.7478539,0,1,1.2,800.0,3552,628377,1019.0
35.62406279,1,1,5.0,1250.0,4587,640665,755.0
59.24717232,1,1,11.99,1500.0,4587,640665,764.0
50.86552411,1,1,3.0,1015.0,4851,1670798778,865.0
102.9975611,0,1,4.0,1355.0,937,1670798778,853.0
100.1985673,0,1,4.0,1450.0,937,1670798778,859.0
27.52483843,0,1,1.0,1500.0,433,611993,1021.0
28.37669283,0,1,1.5,1500.0,433,611993,983.0
27.0607711,0,1,0.8,1500.0,433,611993,1062.0
105.9007555,1,1,2.0,1100.0,4633,640665,725.0
209.6918209,1,1,2.0,1100.0,4627,640665,756.0
1058.88811,1,1,3.0,1100.0,4627,640665,758.0
64.59440786,1,1,3.0,1500.0,4627,640665,750.0
102.811238,1,1,4.0,1100.0,4866,640665,802.0
155.711154,1,1,7.0,1100.0,4866,640665,809.0
88.74711122,1,1,4.0,1100.0,4786,640665,740.0
84.60650956,1,1,4.0,1500.0,4786,640665,743.0
432.0217513,1,1,3.0,1100.0,4607,640665,713.0
1120.472996,1,1,2.5,1100.0,4800,640665,745.0
101.2737016,1,1,3.0,1100.0,4800,640665,745.0
408.4917405,1,1,3.0,1100.0,4778,640665,739.0
604.8200604,1,1,1.7,1100.0,4607,640665,734.0
1703.440395,1,1,1.8,1100.0,4607,640665,731.0
219.2613594,1,1,2.0,1500.0,4607,640665,715.0
584.7149358,1,1,2.5,1100.0,4607,640665,706.0
664.7194207,1,1,2.5,1500.0,4607,640665,709.0
373.1763678,1,1,4.0,1100.0,4607,640665,705.0
35.95221379,1,1,1.5,900.0,4607,640665,755.0
200.9338097,1,1,1.4,975.0,4607,640665,752.0
304.8654556,1,1,1.4,998.0,4607,640665,762.0
123.9113617,1,1,2.5,1550.0,4607,640665,711.0
188.07466,1,1,3.0,1550.0,4607,640665,708.0
157.0170493,1,1,4.0,1550.0,4607,640665,713.0
128.1579665,1,1,1.8,1500.0,4607,640665,735.0
34.35265868,1,1,2.5,900.0,4607,640665,719.0
62.61346019,1,1,7.0,1100.0,4607,640665,711.0
804.3257963,1,1,2.0,1100.0,4607,640665,716.0
303.6553046,1,1,1.8,900.0,4607,640665,740.0
92.07106822,1,1,2.5,1500.0,4298,640665,762.0
128.2383419,1,1,2.0,1100.0,4805,640665,744.0
1000.378482,1,1,2.5,1100.0,4805,640665,745.0
100.7704847,1,1,3.0,1100.0,4805,640665,743.0
105.9274463,1,1,4.0,1500.0,4805,640665,740.0
349.4665179,1,1,1.8,900.0,4627,640665,777.0
1141.049382,1,1,2.5,1100.0,4627,640665,751.0
66.43674528,1,1,2.5,1100.0,4668,640665,730.0
57.93489422,1,1,2.5,1100.0,4778,640665,737.0
359.6386466,1,1,3.0,1550.0,4778,640665,745.0
102.4033824,1,1,1.4,950.0,4607,640665,752.0
22.77657769,1,1,1.7,900.0,4778,640665,780.0
309.4854476,1,1,1.8,1100.0,4778,640665,761.0
153.7589079,1,1,2.0,1100.0,4778,640665,737.0
42.72814362,1,1,3.0,900.0,4607,640665,721.0
60.4032423,1,1,1.4,975.0,2554,640665,759.0
63.51608964,1,1,1.8,800.0,4607,640665,738.0
44.8896897,1,1,3.5,1700.0,1851,640665,852.0
32.97745574,1,1,3.0,1250.0,1851,640665,845.0
208.3088993,1,1,4.0,2000.0,1851,640665,862.0
20.01763,0,1,0.6,1800.0,3278,611993,1208.0
25.10903185,0,1,4.0,1000.0,1006,640665,911.0
26.39238889,0,1,5.0,1000.0,1006,640665,917.0
27.99364157,0,1,6.0,1000.0,1006,640665,916.0
902.9472275,1,1,5.0,1310.0,4795,640665,810.0
807.4309733,1,1,1.5,1250.0,4618,640665,803.0
800.0985358,1,1,1.7,1250.0,4618,640665,803.0
55.12034833,1,1,0.5,1215.0,3384,164141591,741.0
353.7988668,1,1,0.6,1039.0,2521,628377,1015.0
28.81445239,1,0,0.9,905.0,234,628377,806.0
59.85186507,0,1,0.45,1250.0,194,628377,1063.0
25.78300597,1,1,0.5,1250.0,2738,611993,1190.0
128.7116741,1,0,1.5,1503.0,1174,628377,918.0
32.99102119,1,1,0.5,1250.0,2737,611993,1190.0
64.75198748,1,0,3.0,1500.0,670,164141591,813.0
404.8966455,1,1,1.8,1220.0,3541,1668701718,1083.0
315.1941108,1,1,2.5,1250.0,2673,1668701718,805.0
9.60964494,1,0,3.0,1500.0,1150,164141591,872.0
1000.0118,1,0,2.99,1408.0,2205,628377,595.0
710.5456727,1,0,0.65,1250.0,897,164141591,883.0
4505.880148,1,0,3.18,1478.0,2224,1670798778,547.0
430.8324083,1,0,0.95,1250.0,897,164141591,855.0
904.5526087,1,0,3.0,1448.0,2208,164141591,626.0
6.114018233,1,0,1.5,1500.0,82,640665,747.0
30.44454622,1,1,8.0,1000.0,1948,640665,749.0
80.06726831,1,1,3.5,1250.0,1715,640665,802.0
4.149711417,1,0,2.75,1380.0,66,640665,799.0
27.05346214,0,1,1.5,1250.0,64,1670798778,813.0
21.3649049,1,1,4.0,1140.0,1719,640665,838.0
6.457195966,1,0,6.0,1265.0,912,640665,815.0
34.95106442,0,1,1.5,1500.0,64,1670798778,804.0
46.13218656,1,1,4.0,1250.0,1718,640665,829.0
148.7123805,1,0,3.0,1500.0,865,640665,753.0
28.99312006,0,1,4.0,1250.0,378,1670798778,774.0
44.2905686,1,1,3.0,1110.0,4879,640665,855.0
93.16731471,0,1,1.95,1250.0,2680,1668701718,876.0
28.42423404,0,1,4.0,1500.0,378,1670798778,776.0
28.38927343,1,1,2.5,1300.0,4879,640665,857.0
92.04444949,0,1,1.45,1250.0,2680,1668701718,878.0
67.18551488,1,0,3.0,1250.0,870,1670798778,768.0
259.2670882,0,1,1.5,1250.0,378,1670798778,827.0
107.139777,1,1,2.5,1316.0,4879,640665,864.0
91.75803186,0,1,1.15,1250.0,2680,1668701718,892.0
253.4414918,0,1,1.5,1500.0,378,1670798778,821.0
94.78032697,0,1,1.45,1500.0,2680,1668701718,876.0
52.52838162,0,1,1.5,1250.0,378,1670798778,845.0
90.9980589,0,1,1.15,1500.0,2680,1668701718,889.0
2.946489147,1,0,3.0,1600.0,875,1670798778,779.0
58.88599714,0,1,1.8,1250.0,378,1670798778,833.0
499.7866513,1,0,1.5,1250.0,234,628377,785.0
81.17555239,0,1,2.0,1250.0,378,1670798778,816.0
717.1698331,1,0,2.0,1000.0,526,164141591,842.0
80.12817222,0,1,2.0,1500.0,378,1670798778,824.0
55.26655137,1,1,0.6,925.0,4403,628377,914.0
1180.949358,1,0,6.0,1500.0,91,640665,724.0
27.45125524,0,1,2.5,1250.0,378,1670798778,818.0
579.7467179,1,0,8.0,1500.0,861,1670798778,763.0
25.80273143,0,1,2.5,1500.0,378,1670798778,813.0
324.3157439,1,1,1.0,908.0,3584,628377,875.0
49.97080534,1,1,0.8,908.0,3582,628377,883.0
22.42940623,1,1,0.9,908.0,3583,628377,866.0
569.4644662,1,0,3.0,1500.0,670,164141591,775.0
131.14026,1,1,1.2,908.0,3585,628377,866.0
7.6745723,1,0,3.0,1500.0,1150,164141591,824.0
75.46770011,1,1,1.0,654.0,3586,628377,920.0
709.475999,1,0,0.65,1250.0,897,164141591,847.0
30.41979375,1,1,1.2,673.0,3588,628377,916.0
946.7746369,1,0,0.95,1250.0,897,164141591,811.0
57.00089766,1,1,1.2,654.0,3587,628377,916.0
1.966137274,1,0,1.5,1500.0,82,640665,709.0
55.74030108,1,1,1.2,662.0,3590,628377,924.0
24.47895243,1,1,0.5,1411.0,3596,628377,902.0
9.01324551,1,0,2.75,1380.0,66,640665,767.0
55.048816,1,1,0.7,892.0,3591,628377,912.0
1.150771094,1,0,6.0,1265.0,912,640665,780.0
219.3084507,1,0,3.0,1500.0,865,640665,717.0
2.659892144,1,0,3.0,1250.0,870,1670798778,732.0
107.4535764,1,1,0.4,983.0,3581,628377,917.0
8.725934839,1,0,3.0,1600.0,875,1670798778,748.0
50.80962806,1,1,0.75,1376.0,3598,628377,875.0
645.9612986,1,0,1.5,1250.0,234,628377,743.0
59.9975479,1,1,0.6,854.0,3603,628377,896.0
777.2783663,1,0,2.0,1000.0,526,164141591,810.0
154.9455928,1,1,0.5,854.0,3602,628377,911.0
1627.541424,1,0,6.0,1500.0,91,640665,688.0
57.13999091,1,1,0.5,1154.0,3594,628377,892.0
1201.850969,1,0,8.0,1500.0,861,1670798778,727.0
50.25786207,1,1,0.5,1120.0,3605,628377,881.0
107.4613382,1,1,0.6,1120.0,3600,628377,882.0
105.5073863,0,1,0.73,1326.0,2765,611993,1261.0
25.88364406,1,1,0.3,1250.0,2384,611993,1269.0
31.85877247,1,1,0.45,1500.0,2385,611993,1113.0
104.4577914,0,1,0.73,1326.0,2766,611993,1275.0
105.389998,0,1,0.73,1326.0,2767,611993,1266.0
101.2052057,0,1,0.75,998.0,2768,611993,1137.0
59.97231915,0,1,0.9,998.0,2769,611993,1097.0
54.37415797,0,1,1.0,998.0,2769,611993,1072.0
58.43673753,0,1,0.7,1850.0,2614,164141591,1002.0
37.76939105,0,1,0.9,1850.0,2614,164141591,967.0
150.8762403,0,1,4.0,2000.0,862,640665,840.0
53.26321456,0,1,5.0,2000.0,862,640665,828.0
28.05095319,1,1,4.0,2016.0,3326,640665,781.0
90.03315616,0,1,8.0,1250.0,862,640665,928.0
130.5478972,1,1,5.0,2020.0,3326,640665,788.0
217.144055,0,1,8.0,1450.0,862,640665,930.0
50.06459892,1,1,6.0,2020.0,3326,640665,789.0
122.3289043,0,1,8.0,1700.0,862,640665,924.0
52.82394151,1,1,15.0,2000.0,3332,640665,832.0
25.69726289,1,1,12.0,2025.0,3332,640665,835.0
27.50490137,1,1,5.0,2020.0,3329,640665,839.0
27.22967325,1,1,6.0,2020.0,3329,640665,844.0
33.49931993,1,1,8.0,2020.0,3329,640665,840.0
25.08876222,1,1,10.0,2025.0,3329,640665,845.0
25.3789106,1,1,6.0,2030.0,3327,640665,825.0
25.98078656,1,1,12.0,2030.0,3331,640665,852.0
34.05245732,1,1,5.0,1250.0,3333,1670798778,814.0
25.18406645,1,1,6.0,1250.0,3333,1670798778,810.0
52.98263714,1,1,6.0,1500.0,3333,1670798778,811.0
57.32553943,1,1,10.0,1500.0,3333,1670798778,833.0
29.78167717,1,1,2.5,1500.0,3333,1670798778,817.0
28.82797355,0,1,4.0,1130.0,2015,640665,875.0
24.28761999,0,1,1.5,1000.0,1941,640665,893.0
32.21966204,0,1,2.0,1250.0,4880,1668701718,1073.0
23.26503562,1,1,0.8,1078.0,1118,611993,1175.0
30.13617894,1,1,0.8,1012.0,1118,611993,1174.0
39.85988036,1,1,0.8,1508.0,1118,611993,1165.0
31.90645799,0,1,1.5,1250.0,2669,1668701718,975.0
416.5242661,1,0,1.5,1250.0,231,628377,737.0
0.7900872856,1,0,2.0,1500.0,901,628377,818.0
8.716188129,1,0,1.5,1500.0,454,1693867550,823.0
81.36428826,1,0,3.0,1500.0,455,1693867550,816.0
1303.914264,1,0,3.0,1500.0,470,164141591,782.0
393.5730211,1,0,5.0,1500.0,471,164141591,772.0
226.9340844,1,0,0.4,1341.0,750,164141591,790.0
141.3698731,1,0,1.45,1500.0,529,164141591,833.0
1604.194292,1,0,6.0,1516.0,79,640665,693.0
8.639933898,1,0,1.5,1275.0,83,640665,722.0
0.9563549776,1,0,6.0,1676.0,1000,640665,851.0
5.618149121,1,0,8.0,1560.0,1105,640665,1117.0
3.432191411,1,0,4.0,2016.0,889,640665,737.0
1.360838511,1,0,1.5,1258.0,752,1670798778,740.0
1156.238424,1,0,5.0,1516.0,62,1670798778,716.0
1057.894051,1,0,8.0,1516.0,65,1670798778,720.0
308.7366984,1,0,6.0,1516.0,150,1670798778,758.0
60.43140429,1,0,3.63,1268.0,905,1670798778,745.0
231.1121982,1,0,2.0,1500.0,1344,1332077137,789.0
34.47633104,1,1,0.6,1210.0,241,628377,890.0
46.58560745,1,1,0.8,1250.0,241,628377,881.0
108.6809736,1,1,3.8,1200.0,4867,1670798778,896.0
103.4970358,0,1,1.5,1370.0,4752,1668701718,1013.0
109.3158662,0,1,1.5,1235.0,4752,1668701718,983.0
108.6717509,0,1,1.2,1250.0,4752,1668701718,1043.0
105.9268142,0,1,1.25,1250.0,4752,1668701718,1021.0
109.3086312,0,1,1.2,1250.0,4752,1668701718,1012.0
102.2052678,0,1,2.0,1500.0,4752,1668701718,986.0
104.5729156,0,1,0.75,1350.0,2597,611993,1162.0
106.0892691,0,1,0.75,1500.0,2597,611993,1161.0
105.260953,0,1,0.6,1200.0,2597,611993,1206.0
108.408329,0,1,0.5,1250.0,3295,611993,1080.0
52.47859703,0,1,0.5,1250.0,3284,611993,1106.0
50.73275088,0,1,0.6,1250.0,3295,611993,1065.0
32.06499071,0,1,0.6,1250.0,3284,611993,1089.0
33.13432562,0,1,0.43,1248.0,1652,611993,1537.0
188.7765331,1,0,1.5,1250.0,231,628377,685.0
82.12643299,1,0,2.0,1500.0,901,628377,764.0
3.145751694,1,0,1.5,1500.0,454,1693867550,787.0
56.61480012,1,0,3.0,1500.0,455,1693867550,770.0
561.1964374,1,0,3.0,1500.0,470,164141591,734.0
133.5955426,1,0,5.0,1500.0,471,164141591,730.0
202.0680939,1,0,0.4,1341.0,750,164141591,836.0
203.7671745,1,0,1.45,1500.0,529,164141591,776.0
655.8561496,1,0,6.0,1516.0,79,640665,631.0
5.939376032,1,0,1.5,1275.0,83,640665,663.0
3.567059254,1,0,6.0,1676.0,1000,640665,795.0
1.792007817,1,0,8.0,1560.0,1105,640665,1061.0
92.84086047,1,0,4.0,2016.0,889,640665,678.0
7.577038777,1,0,1.5,1258.0,752,1670798778,691.0
56.58202108,1,0,5.0,1516.0,62,1670798778,654.0
448.4105646,1,0,8.0,1516.0,65,1670798778,664.0
141.4967591,1,0,6.0,1516.0,150,1670798778,701.0
80.05986435,1,0,3.63,1268.0,905,1670798778,689.0
333.0061692,1,0,2.0,1500.0,1344,1332077137,752.0
86.79869874,1,1,1.5,1500.0,1342,1332077137,940.0
51.12206448,1,1,3.0,1500.0,2464,1693867550,919.0
25.04479159,1,1,2.0,1500.0,2471,1332077137,906.0
34.5625515,1,1,1.5,1500.0,2470,1332077137,917.0
21.40314125,0,1,0.75,1000.0,4522,611993,1144.0
15.25195858,0,1,0.75,1000.0,4521,611993,1152.0
15.02080584,0,1,0.75,1000.0,4523,611993,1185.0
253.3755081,0,1,5.06,1313.0,4634,640665,776.0
157.8313716,0,1,6.06,1313.0,4634,640665,778.0
31.10252843,0,1,8.06,845.0,4634,640665,789.0
102.0839189,0,1,4.06,1260.0,4634,640665,781.0
50.00704341,0,1,5.06,1510.0,4634,640665,780.0
158.4264763,0,1,6.06,1510.0,4634,640665,780.0
57.05595421,0,1,8.06,1053.0,4634,640665,787.0
42.34984037,1,1,0.58,987.0,837,611993,1081.0
49.57358715,1,1,0.58,1087.0,837,611993,1076.0
1508.115408,1,0,1.5,1250.0,231,628377,782.0
65.37680494,1,0,2.0,1500.0,901,628377,864.0
54.85178669,1,0,1.5,1500.0,454,1693867550,870.0
123.9124621,1,0,3.0,1500.0,455,1693867550,855.0
503.0085361,1,0,3.0,1500.0,470,164141591,825.0
91.11459921,1,0,5.0,1500.0,471,164141591,818.0
179.2846757,1,0,0.4,1341.0,750,164141591,932.0
388.8625455,1,0,1.45,1500.0,529,164141591,869.0
1009.121406,1,0,6.0,1516.0,79,640665,729.0
9.884249586,1,0,1.5,1275.0,83,640665,757.0
103.6915685,1,0,6.0,1676.0,1000,640665,889.0
53.35140259,1,0,8.0,1560.0,1105,640665,1162.0
33.84698213,1,0,4.0,2016.0,889,640665,778.0
45.76824334,1,0,1.5,1258.0,752,1670798778,784.0
904.8500556,1,0,5.0,1516.0,62,1670798778,754.0
1201.407636,1,0,8.0,1516.0,65,1670798778,763.0
462.5133053,1,0,6.0,1516.0,150,1670798778,792.0
118.5678693,1,0,3.63,1268.0,905,1670798778,778.0
448.7729367,1,0,2.0,1500.0,1344,1332077137,836.0
55.21407656,1,1,4.0,1205.0,1731,1670798778,841.0
29.53843156,0,1,1.0,1100.0,1981,1668701718,980.0
29.16654711,0,1,1.2,1210.0,1981,1668701718,983.0
21.03570776,0,1,1.5,1420.0,1981,1668701718,970.0
24.70602756,1,1,5.15,1130.0,4569,640665,782.0
404.2103562,0,1,2.4,1166.0,4861,640665,839.0
52.62657056,1,0,0.9,905.0,234,628377,767.0
8.78708489,1,0,1.5,1503.0,1174,628377,869.0
20.8773112,0,1,5.15,1130.0,4569,640665,774.0
26.35017354,0,1,6.99,1230.0,4569,640665,780.0
50.99173035,1,1,1.5,1285.0,1570,164141591,969.0
40.75298966,0,1,3.0,1110.0,4879,640665,863.0
24.98504474,0,1,3.0,1244.0,4879,640665,862.0
34.95799792,1,1,1.2,1320.0,4651,611993,1092.0
27.12821299,0,1,2.5,1300.0,4879,640665,857.0
158.1714057,1,0,1.5,1250.0,231,628377,637.0
108.6142897,0,1,2.5,1316.0,4879,640665,862.0
96.38947558,1,0,2.0,1500.0,901,628377,713.0
59.09107913,1,0,1.5,1500.0,454,1693867550,753.0
83.96191771,0,1,3.5,1250.0,1715,640665,803.0
51.95410887,1,0,3.0,1500.0,455,1693867550,735.0
48.28050335,0,1,4.0,1250.0,1718,640665,829.0
51.02516106,1,0,3.0,1500.0,470,164141591,693.0
29.99588396,0,1,4.0,1140.0,1719,640665,839.0
53.05729437,1,0,5.0,1500.0,471,164141591,686.0
55.94424554,1,0,0.4,1341.0,750,164141591,790.0
125.5131786,1,0,1.45,1500.0,529,164141591,737.0
311.056004,1,0,6.0,1516.0,79,640665,585.0
35.79184822,1,0,1.5,1275.0,83,640665,608.0
109.7858564,1,0,6.0,1676.0,1000,640665,749.0
42.88463466,1,0,8.0,1560.0,1105,640665,1012.0
42.54632822,1,0,4.0,2016.0,889,640665,628.0
254.3147249,1,0,1.5,1258.0,752,1670798778,638.0
32.4523327,1,1,1.5,1500.0,4077,164141591,905.0
43.11904766,1,0,5.0,1516.0,62,1670798778,609.0
25.85318678,1,1,1.5,1250.0,4076,164141591,911.0
471.0657833,1,0,8.0,1516.0,65,1670798778,628.0
100.3504459,1,1,1.42,1200.0,3978,164141591,923.0
43.95220708,1,0,6.0,1516.0,150,1670798778,658.0
26.93898226,1,1,0.73,1500.0,4092,164141591,958.0
41.54031091,1,0,3.63,1268.0,905,1670798778,639.0
31.42275483,1,1,0.82,1250.0,4094,164141591,954.0
55.87723579,1,0,2.0,1500.0,1344,1332077137,719.0
31.66006439,1,1,1.23,1250.0,4103,164141591,928.0
27.65150669,1,1,1.25,1500.0,4055,164141591,924.0
169.6409096,0,1,1.75,1400.0,973,628377,879.0
169.1683634,0,1,1.75,1651.0,973,628377,884.0
173.3271748,0,1,1.75,1104.0,973,628377,882.0
30.35657533,0,1,0.4,1250.0,2899,1332077137,1079.0
136.2235786,0,1,1.5,1135.0,1034,1668701718,999.0
54.75916052,0,1,1.0,1500.0,1958,1668701718,996.0
63.06963213,0,1,2.0,1120.0,1034,1668701718,975.0
45.09902848,0,1,2.0,1120.0,1034,1668701718,953.0
72.37102829,0,1,1.2,1500.0,1958,1668701718,997.0
87.04690576,0,1,2.0,1130.0,1034,1668701718,944.0
40.30440501,0,1,1.5,1500.0,1958,1668701718,966.0
152.1724397,0,1,3.0,1500.0,2958,1670798778,829.0
306.3823597,0,1,1.5,1420.0,2806,628377,881.0
48.68480234,0,1,0.8,1250.0,2899,1332077137,947.0
28.26408825,0,1,0.8,1150.0,2899,1332077137,954.0
23.83964907,0,1,0.9,1250.0,2899,1332077137,948.0
27.00373865,0,1,1.5,1250.0,2899,1332077137,921.0
303.7557299,1,1,0.75,1500.0,1954,611993,884.0
104.3964719,1,1,0.86,1500.0,1985,611993,873.0
205.6097013,1,1,0.98,1500.0,1986,611993,850.0
54.55305184,1,1,1.23,1500.0,1987,611993,837.0
54.55208614,1,1,1.46,1500.0,1988,611993,835.0
102.3895164,0,1,1.2,790.0,3552,628377,1038.0
1004.779365,1,0,1.5,1500.0,1872,628377,823.54
502.3375364,1,0,1.12,1240.0,1875,628377,913.54
1009.050449,1,0,0.5,1250.0,1896,164141591,900.54
1007.824247,1,0,1.0,1250.0,1897,164141591,890.54
503.3748398,1,0,0.8,1373.0,1898,164141591,1009.54
309.4209853,1,0,1.15,1283.0,1892,164141591,996.54
10008.74264,1,0,1.5,1500.0,2022,640665,772.54
8000.764019,1,0,3.0,1500.0,2016,640665,744.54
11.18620846,1,1,1.0,1097.0,987,628377,887.0
2008.978501,1,0,1.5,1125.0,2001,640665,832.54
2001.727694,1,0,2.5,1500.0,2002,640665,812.54
505.2304846,1,0,3.0,1500.0,2003,640665,875.54
505.8602422,1,0,2.5,1500.0,1884,1670798778,789.54
259.4069229,1,1,1.2,1456.0,2670,1668701718,1022.0
39.88397315,0,1,1.0,1250.0,2899,1332077137,946.0
25.17238417,0,1,2.0,1000.0,2899,1332077137,918.0
45.67683452,0,1,1.5,1250.0,2899,1332077137,930.0
122.2899704,0,1,0.75,1250.0,2899,1332077137,961.0
107.2052401,1,1,1.17,1449.0,2374,1668701718,1083.0
37.49476784,1,1,1.85,1411.0,2369,1668701718,1005.0
80.70741803,1,0,5.0,1500.0,471,164141591,575.07
51.32357603,1,1,9.99,1010.0,2547,640665,758.0
36.51052946,1,1,2.0,1250.0,2548,640665,765.0
54.07994974,1,1,3.0,1000.0,2548,640665,765.0
44.90904008,1,1,1.5,1000.0,2548,640665,780.0
50.62058547,1,1,6.0,1500.0,4795,640665,788.0
75.13482619,1,1,5.0,2000.0,4675,640665,782.0
59.08322367,1,1,6.0,1500.0,4805,640665,795.0
82.68362689,1,1,5.0,1515.0,4587,640665,757.0
105.8830023,1,1,9.99,1515.0,4587,640665,757.0
58.76920703,0,1,0.6,1250.0,3245,611993,1057.0
52.86801498,0,1,0.5,1250.0,3263,611993,1102.0
56.18747743,0,1,0.5,1250.0,4304,611993,1119.0
83.62653963,0,1,0.5,1250.0,2424,611993,1146.0
77.87049132,0,1,0.6,1250.0,4441,611993,1092.0
56.94485102,1,1,12.0,1500.0,4800,640405,831.0
80.11179114,1,1,3.0,1160.0,2558,1670798778,806.0
78.1358608,1,1,3.0,1210.0,4800,1670798778,831.0
52.64616691,1,1,2.5,1230.0,4703,1670798778,837.0
58.26454031,0,1,7.7,1220.0,4871,1670798778,878.0
1009.647429,0,1,2.5,1179.0,1959,1668701718,973.0
2004.606782,0,1,1.4,1380.0,1958,1668701718,994.0
2006.916642,0,1,0.9,1175.0,1957,1668701718,1021.0
31.71763086,1,1,3.0,1500.0,4759,1668701718,977.0
52.71934549,0,1,6.0,1000.0,4785,640665,842.0
53.96947086,1,1,0.5,1400.0,4416,611993,1336.0
21.83771069,1,1,0.9,1000.0,1430,1668701376,1060.0
22.96554917,1,1,0.9,1250.0,1430,1668701376,1051.0
28.23213015,1,1,1.0,1250.0,1430,1668701376,981.0
32.38809126,1,1,0.8,1250.0,1430,1668701376,1002.0
59.01063856,1,1,1.25,1400.0,1430,1668701376,968.0
355.7686832,0,1,2.5,930.0,1955,1668701718,987.0
108.4219249,0,1,1.5,1370.0,4752,1668701718,1014.0
106.5872977,0,1,1.5,1235.0,4752,1668701718,988.0
101.0188345,0,1,1.2,1250.0,4752,1668701718,1045.0
107.6409878,0,1,1.25,1250.0,4752,1668701718,1019.0
109.4556943,0,1,1.2,1250.0,4752,1668701718,1015.0
106.2618593,0,1,2.0,1500.0,4752,1668701718,994.0
206.2387102,0,1,3.0,1500.0,4752,1668701718,1000.0
33.24539807,0,1,0.32,1068.0,1662,611993,950.0
31.94217474,0,1,0.32,1068.0,1662,611993,1037.0
52.4916268,0,1,1.5,1330.0,886,1670798778,841.0
721.7479448,0,1,2.0,938.0,1978,1668701718,985.0
135.2664108,1,0,1.0,1000.0,236,628377,782.0
315.8323902,1,0,0.7,1250.0,229,628377,796.0
252.6076148,1,0,1.5,1171.0,1049,628377,801.0
24.00303074,1,0,0.8,920.0,197,628377,866.0
152.1874414,1,0,1.5,1306.0,196,628377,851.0
105.3114391,0,1,0.8,947.0,782,628377,867.0
105.1688663,0,1,0.8,913.0,782,628377,866.0
109.0097204,0,1,0.8,1310.0,782,628377,865.0
109.8579922,0,1,0.8,970.0,782,628377,876.0
105.2145751,0,1,0.98,1310.0,782,628377,853.0
105.8943899,1,0,1.5,1500.0,1872,628377,832.94
53.89908224,1,0,1.12,1240.0,1875,628377,893.94
26.25533933,1,0,0.5,1250.0,1896,164141591,913.94
9.300122789,1,0,1.0,1250.0,1897,164141591,894.94
8.407079062,1,0,0.8,1373.0,1898,164141591,1000.94
8.113613382,1,0,1.15,1283.0,1892,164141591,980.94
54.47633673,1,0,1.5,1500.0,2022,640665,769.94
4.020920571,1,0,3.0,1500.0,2016,640665,756.94
26.52621104,1,1,1.5,1051.0,1033,628377,999.0
5.158392294,1,0,1.5,1125.0,2001,640665,822.94
21.89718484,1,0,1.0,1000.0,236,628377,780.0
0.7144047468,1,0,2.5,1500.0,2002,640665,803.94
45.65115442,0,1,0.8,1250.0,4550,164141591,900.0
1.295708556,1,0,3.0,1500.0,2003,640665,863.94
29.05684443,0,1,0.67,1500.0,4550,164141591,910.0
176.2320085,1,0,2.5,1500.0,1884,1670798778,783.94
44.04974878,0,1,0.8,1500.0,4550,164141591,898.0
45.52206784,0,1,0.85,1500.0,4550,164141591,902.0
27.83774361,0,1,1.4,1250.0,2668,164141591,922.0
40.5646197,0,1,1.0,1500.0,4550,164141591,869.0
27.56690898,1,0,0.5,1510.0,364,628377,809.0
28.42355566,0,1,0.8,1450.0,2671,1668701718,1060.0
58.12575246,1,1,0.5,1250.0,3276,611993,914.0
55.39038673,0,1,0.5,1350.0,2169,1332077137,1046.0
26.77737862,1,1,1.8,1450.0,4363,1670798778,803.0
25.16748246,1,1,2.5,1260.0,4365,1670798778,789.0
27.21615743,1,1,1.6,1310.0,4361,1670798778,808.0
37.95109526,1,1,0.5,818.0,1907,611993,1244.0
140.8095089,1,0,0.5,1250.0,1896,164141591,899.04
1022.708903,1,0,1.0,1250.0,1897,164141591,877.04
12.78885376,1,0,0.8,1373.0,1898,164141591,1001.04
18.79852405,1,0,1.15,1283.0,1892,164141591,997.04
1707.943456,1,0,1.5,1500.0,2022,640665,762.04
1705.80284,1,0,3.0,1500.0,2016,640665,735.04
554.2490663,1,0,1.5,1125.0,2001,640665,828.04
108.5851798,1,1,2.0,1384.0,2519,628377,855.0
56.94655986,1,0,2.5,1500.0,2002,640665,809.04
55.46912538,1,1,2.0,1451.0,4813,1670798778,829.0
39.98124585,1,1,0.38,799.0,4494,628377,807.89
708.9076345,1,0,3.0,1500.0,2003,640665,867.04
52.22091262,1,1,2.5,1400.0,4813,1670798778,828.0
303.0642354,1,0,1.5,1250.0,1996,640665,761.04
87.26751797,1,0,2.5,1500.0,1884,1670798778,772.04
150.902051,1,1,0.68,1048.0,707,164141591,782.0
32.8223183,0,1,0.5,1250.0,3298,611993,1284.0
155.6998362,0,1,1.6,1020.0,47,628377,1005.0
61.5025585,1,0,1.5,1500.0,1872,628377,829.32
0.7428682751,1,0,1.12,1240.0,1875,628377,915.32
